Année,Transmission,Type de carburant,Type,Secteur,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Prix
2010,Manuelle,Diesel,,Arset Ihiri,140 000 - 149 999,Hyundai,i 30,5.0,Importée neuve,Non,6,Très bon,90000
2014,Automatique,Diesel,,Toute la ville,110 000 - 119 999,Hyundai,Santa Fe,5.0,,Non,9,Très bon,196000
2016,Automatique,Diesel,,Azli,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,8,Excellent,165000
2009,Manuelle,Diesel,,,25 000 - 29 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,90000
2007,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Santa Fe,,,,8,,83000
2020,Manuelle,Diesel,,,20 000 - 24 999,Hyundai,i 20,5.0,WW au Maroc,Oui,6,Excellent,145000
2016,Automatique,Diesel,,Autre secteur,130 000 - 139 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,220000
2012,Manuelle,Essence,,,140 000 - 149 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,64000
2012,Manuelle,Diesel,,Centre Ville,10 000 - 14 999,Hyundai,ix 35,,,,8,,145000
2008,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,80000
2008,Manuelle,Diesel,,Hassan,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,Très bon,75000
2004,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,,68000
2020,Manuelle,Diesel,,,25 000 - 29 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Excellent,154000
2018,Manuelle,Diesel,,Toute la ville,95 000 - 99 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,118000
2018,Automatique,Diesel,,2 Mars,75 000 - 79 999,Hyundai,Tucson,5.0,WW au Maroc,,6,Très bon,250000
2009,Manuelle,Diesel,,,65 000 - 69 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,10,,95000
2015,Manuelle,Diesel,,Azli,120 000 - 129 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,7,Excellent,160000
2008,Manuelle,Diesel,,Autre secteur,160 000 - 169 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,78000
2014,Manuelle,Diesel,,Al Fida,250 000 - 299 999,Hyundai,Santa Fe,,,,9,,162000
2012,Manuelle,Essence,,Route de Safi,190 000 - 199 999,Hyundai,i 20,,WW au Maroc,,7,Bon,65000
2012,Automatique,Diesel,,,0 - 4 999,Hyundai,i 30,5.0,WW au Maroc,Non,7,Excellent,122000
2015,Manuelle,Diesel,,Centre Ville,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,7,Très bon,168000
2008,Manuelle,Diesel,,Sidi AbdelKrim,190 000 - 199 999,Hyundai,SONATA,5.0,Dédouanée,Non,8,Très bon,67000
2012,Automatique,Diesel,,,170 000 - 179 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,125000
2012,Automatique,Diesel,,,200 000 - 249 999,Hyundai,ix 35,5.0,Dédouanée,Non,8,Très bon,130000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,,,Oui,8,Excellent,89900
2012,Manuelle,Essence,,Oulfa,110 000 - 119 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Excellent,65000
2013,Automatique,Diesel,,,160 000 - 169 999,Hyundai,i 40,5.0,WW au Maroc,Non,7,Très bon,150000
2013,Manuelle,Diesel,,Massira 1,150 000 - 159 999,Hyundai,i 30,,,,6,,128000
2019,Automatique,Diesel,,,70 000 - 74 999,Hyundai,Elantra,5.0,,Non,6,Excellent,170000
2020,Manuelle,Diesel,,Toute la ville,25 000 - 29 999,Hyundai,i 20,5.0,WW au Maroc,Oui,6,Excellent,147000
2012,Manuelle,Essence,,,100 000 - 109 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,62000
2010,Manuelle,Diesel,,Lissasfa,120 000 - 129 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,62000
1995,Manuelle,Diesel,,Toute la ville,0 - 4 999,Hyundai,H-100,,,,10,,62000
2006,Automatique,Diesel,,,35 000 - 39 999,Hyundai,Santa Fe,5.0,Dédouanée,Non,9,,77000
2006,Manuelle,Diesel,,,250 000 - 299 999,Hyundai,Tucson,5.0,WW au Maroc,,8,,70000
2016,Automatique,Diesel,,Al Madina Aljadida,170 000 - 179 999,Hyundai,Santa Fe,5.0,,Oui,9,Excellent,220000
2012,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Excellent,115000
2017,Automatique,Diesel,,,130 000 - 139 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,113000
2014,Manuelle,Essence,,,140 000 - 149 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,65000
2006,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,Tucson,5.0,Dédouanée,Oui,8,Excellent,120000
2019,Automatique,Diesel,,Toute la ville,95 000 - 99 999,Hyundai,LANTRA,5.0,WW au Maroc,Oui,6,Très bon,178000
2007,Manuelle,Diesel,,,20 000 - 24 999,Hyundai,Elantra,5.0,WW au Maroc,Non,6,,85000
2011,Automatique,Diesel,,,200 000 - 249 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,8,Très bon,132000
2007,Automatique,Diesel,,Sidi Moumen,300 000 - 349 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8,Bon,80000
2019,Automatique,Diesel,,Hay Hassani,90 000 - 94 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Très bon,145000
2010,Manuelle,Diesel,,Anza,25 000 - 29 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,100000
2011,Manuelle,Essence,,,110 000 - 119 999,Hyundai,i 10,5.0,,,6,Très bon,63500
2009,Manuelle,Diesel,,,5 000 - 9 999,Hyundai,H-100,,,,10,Correct,115000
2007,Manuelle,Diesel,,,25 000 - 29 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,75000
2017,Manuelle,Diesel,,Al Mandar Al Jamil,80 000 - 84 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,Très bon,160000
2005,Manuelle,Diesel,,Riad Oulad Mtaa,160 000 - 169 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Excellent,71500
2017,Manuelle,Essence,,,65 000 - 69 999,Hyundai,i 10,5.0,WW au Maroc,Non,5,Très bon,78500
2019,Manuelle,Diesel,,Hay Al Massar,90 000 - 94 999,Hyundai,Accent,,WW au Maroc,Oui,6,Très bon,118000
2013,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,i 20,5.0,WW au Maroc,Non,6,Très bon,78000
2016,Automatique,Diesel,,,5 000 - 9 999,Hyundai,ix 35,5.0,Dédouanée,Non,8,Bon,170000
2012,Automatique,Diesel,,,160 000 - 169 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Très bon,130000
2021,Manuelle,Electrique,,Centre Ville,20 000 - 24 999,Hyundai,i 10,,,,9,,225000
2016,Manuelle,Essence,,,110 000 - 119 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Bon,66000
2010,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,Santa Fe,5.0,Dédouanée,,9,Excellent,128000
2014,Automatique,Diesel,,,10 000 - 14 999,Hyundai,i 40,5.0,WW au Maroc,Oui,7,Excellent,140000
2009,Manuelle,Diesel,,,150 000 - 159 999,Hyundai,Santa Fe,5.0,,,9,,95000
2017,Manuelle,Diesel,,,85 000 - 89 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Très bon,215000
2019,Manuelle,Diesel,,,35 000 - 39 999,Hyundai,i 20,5.0,WW au Maroc,Oui,6,Excellent,133000
2014,Automatique,Diesel,,,5 000 - 9 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,105000
2016,Manuelle,Diesel,,Toute la Ville,0 - 4 999,Hyundai,Grand i10,3.0,WW au Maroc,Oui,6,,155000
2010,Manuelle,Diesel,,Hamria,120 000 - 129 999,Hyundai,Santa Fe,,,,9,,100000
2008,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,68000
2017,Automatique,Diesel,,Oasis,45 000 - 49 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,Très bon,276000
2012,Manuelle,Diesel,,,50 000 - 54 999,Hyundai,i 30,5.0,,,6,,97000
2018,Manuelle,Essence,,Bab Fès,55 000 - 59 999,Hyundai,Grand i10,5.0,WW au Maroc,Oui,5,Excellent,88000
2009,Manuelle,Diesel,,,250 000 - 299 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,90000
2008,Manuelle,Essence,,,5 000 - 9 999,Hyundai,Accent,5.0,Dédouanée,Non,7,Très bon,60000
2014,Manuelle,Diesel,,Hay Al Falah,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,Très bon,170000
2017,Automatique,Diesel,,,110 000 - 119 999,Hyundai,Santa Fe,,,Oui,9,Excellent,190000
2014,Manuelle,Diesel,,,120 000 - 129 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,148000
2007,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,80000
2013,Automatique,Diesel,,Toute la ville,130 000 - 139 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Très bon,139000
2009,Manuelle,Diesel,,Sidi Moumen,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,85000
2013,Manuelle,Essence,,,110 000 - 119 999,Hyundai,i 10,5.0,,,6,Excellent,63000
2016,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,i 30,,,,6,Excellent,135000
2016,Automatique,Diesel,,,140 000 - 149 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Très bon,135000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8,Très bon,93000
2020,Automatique,Diesel,,,50 000 - 54 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,Excellent,245000
2008,Automatique,Diesel,,,0 - 4 999,Hyundai,Veracruz,5.0,WW au Maroc,Non,12,Très bon,78000
2018,Manuelle,Essence,,,45 000 - 49 999,Hyundai,i 20,5.0,WW au Maroc,Oui,7,Très bon,86000
2011,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Excellent,90000
2018,Manuelle,Diesel,,Oulfa,0 - 4 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,Très bon,185000
2009,Manuelle,Diesel,,,50 000 - 54 999,Hyundai,H-1,5.0,WW au Maroc,Non,10,Bon,90000
2016,Manuelle,Diesel,,El Houda,200 000 - 249 999,Hyundai,H-1,5.0,WW au Maroc,Oui,10,Très bon,135000
2005,Manuelle,Diesel,,2 Mars,150 000 - 159 999,Hyundai,Tucson,,,,8,,75000
2010,Automatique,Diesel,,,190 000 - 199 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,96000
2018,Manuelle,Essence,,Toute la ville,15 000 - 19 999,Hyundai,Grand i10,5.0,WW au Maroc,Oui,6,Excellent,105000
2012,Automatique,Diesel,,,200 000 - 249 999,Hyundai,ix 35,5.0,WW au Maroc,,8,,138000
2009,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Accent,3.0,WW au Maroc,Non,6,Bon,68000
2008,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,,140000
2014,Automatique,Diesel,,Bir Rami,170 000 - 179 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,,105000
2011,Automatique,Diesel,,,300 000 - 349 999,Hyundai,Santa Fe,,WW au Maroc,,9,Excellent,120000
2021,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,i 20,5.0,WW au Maroc,Non,6,Excellent,152000
2008,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Accent,5.0,WW au Maroc,,6,Excellent,68000
2014,Automatique,Diesel,,,150 000 - 159 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,100000
2013,Manuelle,Essence,,,110 000 - 119 999,Hyundai,i 20,5.0,WW au Maroc,Non,7,Excellent,72000
2012,Manuelle,Diesel,,Hay Riad,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Excellent,132000
2017,Manuelle,Essence,,Toute la ville,95 000 - 99 999,Hyundai,H,5.0,Dédouanée,Oui,10,Excellent,210000
2015,Manuelle,Diesel,,2 Mars,15 000 - 19 999,Jeep,Wrangler,,,,6,,180000
2006,Manuelle,Diesel,,,120 000 - 129 999,Jeep,Cherokee,,,Oui,11,Bon,90000
2010,Manuelle,Diesel,,Toute la ville,180 000 - 189 999,Jeep,Patriot,5.0,Dédouanée,Non,8,Très bon,100000
2019,Automatique,Diesel,,Aïn Sebaâ,5 000 - 9 999,Jeep,Renegade,5.0,WW au Maroc,Oui,8,Excellent,220000
2012,Automatique,Diesel,,,190 000 - 199 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,,129000
2016,Automatique,Diesel,,Route d'Immouzere,120 000 - 129 999,Jeep,Grand Cherokee,,WW au Maroc,Oui,12,Excellent,250000
2018,Automatique,Diesel,,Annakhil,80 000 - 84 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,,350000
2007,Manuelle,Diesel,,,250 000 - 299 999,Jeep,Compass,5.0,WW au Maroc,Non,8,Très bon,75000
2018,Automatique,Diesel,,2 Mars,65 000 - 69 999,Jeep,Compass,5.0,WW au Maroc,Non,8,Excellent,250000
2017,Automatique,Diesel,,Maarif,45 000 - 49 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,340000
2019,Manuelle,Diesel,,,0 - 4 999,Jeep,Compass,5.0,WW au Maroc,Oui,6,,250000
2016,Automatique,Diesel,,Bir Rami Ouest,130 000 - 139 999,Jeep,Grand Cherokee,,,,11,,235000
2017,Manuelle,Diesel,,,90 000 - 94 999,Jeep,Renegade,5.0,WW au Maroc,,6,,174000
2018,Automatique,Diesel,,2 Mars,120 000 - 129 999,Jeep,Grand Cherokee,5.0,,,12,Excellent,295000
2015,Manuelle,Diesel,,Route d'Azemmour,110 000 - 119 999,Jeep,Cherokee,,,,8,,195000
2016,Automatique,Diesel,,Anfa,110 000 - 119 999,Jeep,Cherokee,5.0,WW au Maroc,Oui,8,Excellent,180000
2010,Manuelle,Diesel,,,0 - 4 999,Jeep,Cherokee,,Dédouanée,,12,,98000
2018,Automatique,Diesel,,,60 000 - 64 999,Jeep,Renegade,5.0,WW au Maroc,Oui,8,Excellent,220000
2007,Manuelle,Diesel,,Quartier Al Fath,250 000 - 299 999,Jeep,Compass,5.0,Importée neuve,Non,8,,76000
2016,Automatique,Diesel,,Massira 2,90 000 - 94 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,11,Excellent,220000
2007,Manuelle,Diesel,,,200 000 - 249 999,Jeep,Cherokee,,,,11,,80000
2017,Automatique,Diesel,,Anfa,120 000 - 129 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,285000
2015,Manuelle,Diesel,,Al Wifaq,120 000 - 129 999,Jeep,Compass,5.0,WW au Maroc,Oui,9,Très bon,140000
2020,Manuelle,Diesel,,,10 000 - 14 999,Jeep,Compass,5.0,WW au Maroc,Oui,6,,260000
2016,Automatique,Diesel,,2 Mars,110 000 - 119 999,Jeep,Cherokee,,,,8,Très bon,195000
2016,Manuelle,Diesel,,Laimoune,75 000 - 79 999,Jeep,Wrangler,3.0,WW au Maroc,Oui,11,Très bon,245000
2019,Automatique,Diesel,,Autre secteur,35 000 - 39 999,Jeep,Renegade,5.0,WW au Maroc,Oui,6,Très bon,200000
2016,Automatique,Diesel,,,120 000 - 129 999,Jeep,Grand Cherokee,5.0,WW au Maroc,,12,Très bon,220000
2016,Automatique,Diesel,,2 Mars,140 000 - 149 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,200000
2017,Automatique,Diesel,,Aïn Diab,65 000 - 69 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,290000
2016,Automatique,Diesel,,Toute la ville,130 000 - 139 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Très bon,225000
2019,Automatique,Diesel,,2 Mars,30 000 - 34 999,Jeep,Grand Cherokee,5.0,WW au Maroc,,12,Excellent,350000
2016,Automatique,Diesel,,2 Mars,110 000 - 119 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Excellent,290000
2018,Automatique,Diesel,,,60 000 - 64 999,Jeep,Renegade,5.0,WW au Maroc,Non,6,Excellent,210000
2014,Manuelle,Diesel,,Hay Riad,150 000 - 159 999,Jeep,Compass,5.0,WW au Maroc,Non,9,,125000
2016,Manuelle,Diesel,,Oulfa,120 000 - 129 999,Jeep,Cherokee,,,,8,,200000
1999,Automatique,Essence,,Hay Riad,110 000 - 119 999,Jeep,Wrangler,3.0,Dédouanée,Non,6,,220000
2007,Automatique,Diesel,,,200 000 - 249 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Très bon,75000
2015,Manuelle,Diesel,,Aïn Chock,120 000 - 129 999,Jeep,Grand Cherokee,,,,12,,185000
2015,Automatique,Diesel,,Autre secteur,180 000 - 189 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,170000
2013,Automatique,Diesel,,Sala el Jadida,200 000 - 249 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,,200000
2010,Automatique,Diesel,,,250 000 - 299 999,Jeep,Grand Cherokee,5.0,Importée neuve,Non,12,Très bon,80000
2014,Manuelle,Diesel,,Branes 2,150 000 - 159 999,Jeep,Grand Cherokee,,,,12,,210000
2014,Automatique,Diesel,,El Bassatine,160 000 - 169 999,Jeep,Cherokee,5.0,WW au Maroc,,8,Excellent,210000
2016,Manuelle,Diesel,,Aïn Sebaâ,90 000 - 94 999,Jeep,Grand Cherokee,,,,8,,192000
2007,Manuelle,Diesel,,,200 000 - 249 999,Jeep,Cherokee,,,,11,,62000
2010,Manuelle,Diesel,,Centre,160 000 - 169 999,Jeep,Patriot,5.0,Dédouanée,Non,10,Très bon,98000
2008,Manuelle,Diesel,,Hay Hassani,190 000 - 199 999,Jeep,Grand Cherokee,,,,12,,95000
2015,Automatique,Diesel,,Centre Ville,200 000 - 249 999,Jeep,Cherokee,,,,12,,200000
2016,Automatique,Diesel,,,95 000 - 99 999,Jeep,Grand Cherokee,5.0,WW au Maroc,,12,Excellent,235000
2014,Automatique,Diesel,,,130 000 - 139 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Excellent,165000
2018,Manuelle,Diesel,,Al Wifaq,100 000 - 109 999,Jeep,Cherokee,,WW au Maroc,Oui,10,Excellent,300000
2021,Manuelle,Diesel,,Aïn Sebaâ,0 - 4 999,Jeep,Compass,5.0,WW au Maroc,Oui,6,,319900
2014,Manuelle,Diesel,,Hay Riad,150 000 - 159 999,Jeep,Compass,5.0,WW au Maroc,Non,9,,125000
2012,Automatique,Diesel,,,200 000 - 249 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Excellent,120000
2013,Manuelle,Diesel,,,140 000 - 149 999,Jeep,Compass,5.0,Importée neuve,Non,9,Excellent,135000
2017,Automatique,Diesel,,2 Mars,160 000 - 169 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Excellent,270000
2019,Automatique,Diesel,,Aïn Chock,130 000 - 139 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,275000
2008,Manuelle,Diesel,,,200 000 - 249 999,Jeep,Patriot,5.0,Dédouanée,Oui,8,Excellent,115000
2016,Manuelle,Diesel,,Hivernage,90 000 - 94 999,Jeep,Wrangler,5.0,,,11,Excellent,286000
2018,Manuelle,Diesel,,,60 000 - 64 999,Jeep,Renegade,5.0,WW au Maroc,Non,6,Excellent,188000
2013,Manuelle,Diesel,,,140 000 - 149 999,Jeep,Compass,5.0,,,9,Très bon,130000
2017,Automatique,Diesel,,Maarif,35 000 - 39 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,Excellent,270000
2014,Automatique,Diesel,,Toute la ville,250 000 - 299 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Très bon,155000
2017,Automatique,Diesel,,,85 000 - 89 999,Jeep,Cherokee,5.0,WW au Maroc,Non,8,Très bon,210000
2009,Automatique,Diesel,,Toute la ville,200 000 - 249 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,Très bon,76000
2011,Manuelle,Diesel,,Founty,250 000 - 299 999,Kia,Ceed,5.0,WW au Maroc,Oui,6,Très bon,68000
2016,Manuelle,Diesel,,Autre secteur,120 000 - 129 999,Kia,Sportage,5.0,WW au Maroc,Non,8,Très bon,158000
2008,Manuelle,Diesel,,,150 000 - 159 999,Kia,Sportage,5.0,,,8,,75000
2009,Manuelle,Diesel,,,250 000 - 299 999,Kia,Sorento,5.0,WW au Maroc,Non,10,Excellent,72000
2017,Manuelle,Diesel,,,160 000 - 169 999,Kia,Carens,,WW au Maroc,,6,Excellent,145000
2012,Manuelle,Essence,,,20 000 - 24 999,Kia,Sportage,5.0,WW au Maroc,Non,8,Excellent,129000
2008,Manuelle,Diesel,,,180 000 - 189 999,Kia,Carens,5.0,WW au Maroc,,8,,75000
2011,Manuelle,Electrique,,Autre secteur,160 000 - 169 999,Kia,Ceed,5.0,WW au Maroc,Oui,6,Très bon,85000
2006,Manuelle,Diesel,,,200 000 - 249 999,Kia,Cerato,5.0,WW au Maroc,,8,,450000
2016,Automatique,Diesel,,,110 000 - 119 999,Kia,Sportage,5.0,WW au Maroc,Oui,8,Excellent,162000
2008,Manuelle,Essence,,Centre ville,10 000 - 14 999,Kia,Picanto,5.0,WW au Maroc,Non,8,Très bon,600000
2017,Manuelle,Diesel,,,10 000 - 14 999,Kia,Sportage,5.0,WW au Maroc,Oui,7,Excellent,165000
2021,Manuelle,Diesel,,Aïn Sebaâ,5 000 - 9 999,Kia,Ceed,5.0,WW au Maroc,Non,6,Excellent,249000
2009,Manuelle,Diesel,,Toute la ville,190 000 - 199 999,Kia,Ceed,5.0,WW au Maroc,Non,6,Très bon,69000
2020,Automatique,Diesel,,Toute la ville,20 000 - 24 999,Kia,Sportage,5.0,WW au Maroc,Oui,8,Excellent,255000
2017,Manuelle,Diesel,,,90 000 - 94 999,Kia,Carens,5.0,,,7,Excellent,135000
2016,Manuelle,Diesel,,Al Fida,120 000 - 129 999,Kia,Rio,5.0,WW au Maroc,Oui,6,Excellent,100000
2012,Automatique,Diesel,,,250 000 - 299 999,Kia,Sportage,5.0,Importée neuve,Non,8,Très bon,118000
2005,Manuelle,Diesel,,,25 000 - 29 999,Kia,Sorento,5.0,Dédouanée,Non,9,,62000
2008,Manuelle,Diesel,,,150 000 - 159 999,Kia,Sportage,5.0,,,8,,75000
2010,Manuelle,Diesel,,Palmeraie,130 000 - 139 999,Kia,Ceed,5.0,Dédouanée,Non,6,Excellent,120000
2008,Manuelle,Diesel,,,35 000 - 39 999,Kia,Sorento,5.0,WW au Maroc,Non,10,Bon,62000
2008,Manuelle,Diesel,,,250 000 - 299 999,Kia,Sportage,3.0,,Oui,8,Excellent,70000
2007,Manuelle,Diesel,,,140 000 - 149 999,Kia,Sorento,5.0,WW au Maroc,Non,10,Très bon,68000
2008,Manuelle,Diesel,,,200 000 - 249 999,Kia,Carens,5.0,WW au Maroc,Non,8,Très bon,60000
2007,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,Kia,Sportage,5.0,WW au Maroc,Non,8,Très bon,70000
2010,Manuelle,Diesel,,Monica,75 000 - 79 999,Kia,Sportage,5.0,Importée neuve,Oui,9,Excellent,125000
2008,Manuelle,Diesel,,Azli,200 000 - 249 999,Kia,Rio,5.0,Importée neuve,Oui,6,Très bon,65000
2008,Manuelle,Diesel,,Aïn Sebaâ,190 000 - 199 999,Kia,Sportage,5.0,WW au Maroc,Oui,8,,80000
2008,Manuelle,Diesel,,,150 000 - 159 999,Kia,Carens,5.0,WW au Maroc,Non,8,,80000
2016,Manuelle,Diesel,,,120 000 - 129 999,Kia,Sportage,5.0,WW au Maroc,Oui,7,Très bon,140000
2020,Automatique,Diesel,,,15 000 - 19 999,Kia,Ceed,5.0,WW au Maroc,Oui,6,Excellent,200000
2011,Manuelle,Diesel,,Maarif,170 000 - 179 999,Kia,Soul,5.0,WW au Maroc,Oui,6,Excellent,72000
2003,Manuelle,Diesel,,Benkirane,25 000 - 29 999,Kia,Sorento,5.0,WW au Maroc,Non,10,Très bon,65000
2009,Manuelle,Diesel,,,350 000 - 399 999,Kia,Sportage,,WW au Maroc,Non,8,,85000
2006,Manuelle,Diesel,,,200 000 - 249 999,Kia,Sorento,5.0,WW au Maroc,Non,10,Bon,65000
2009,Manuelle,Diesel,,,100 000 - 109 999,Kia,Carens,5.0,WW au Maroc,Non,8,Excellent,78000
2009,Manuelle,Diesel,,,170 000 - 179 999,Kia,Soul,5.0,WW au Maroc,,7,Très bon,80000
2004,Manuelle,Diesel,,Bir Rami,25 000 - 29 999,Kia,Cerato,5.0,WW au Maroc,Non,8,Très bon,60000
2008,Manuelle,Diesel,,,250 000 - 299 999,Kia,Sportage,5.0,WW au Maroc,Non,8,Bon,85000
2006,Manuelle,Diesel,,,300 000 - 349 999,Kia,Cerato,,,,8,,60000
2009,Manuelle,Diesel,,,0 - 4 999,Kia,Sorento,5.0,,,10,Très bon,65000
2009,Manuelle,Diesel,,Daoudiate,250 000 - 299 999,Kia,Carens,5.0,WW au Maroc,Non,8,,70000
2008,Manuelle,Diesel,,Centre ville,15 000 - 19 999,Kia,Sportage,5.0,WW au Maroc,Oui,8,Très bon,70000
2011,Manuelle,Diesel,,,150 000 - 159 999,Kia,Carens,5.0,WW au Maroc,Non,8,Excellent,83000
2008,Manuelle,Diesel,,,20 000 - 24 999,Kia,Carens,5.0,WW au Maroc,Non,8,Très bon,70000
2017,Manuelle,Essence,,Route de Casablanca,85 000 - 89 999,Kia,Rio,5.0,WW au Maroc,Non,8,Excellent,89000
2005,Automatique,Essence,,,190 000 - 199 999,Kia,Cerato,5.0,WW au Maroc,Non,10,,600000
2009,Manuelle,Diesel,,Autre secteur,30 000 - 34 999,Kia,Carens,5.0,WW au Maroc,,8,Très bon,78000
2008,Manuelle,Diesel,,,25 000 - 29 999,Kia,Cerato,5.0,WW au Maroc,Non,6,Excellent,66000
2009,Manuelle,Diesel,,,0 - 4 999,Kia,Carens,5.0,WW au Maroc,Non,8,,78000
2019,Manuelle,Diesel,,Polo,80 000 - 84 999,Kia,Sorento,,,,9,,180000
2012,Manuelle,Essence,,,100 000 - 109 999,Kia,Picanto,5.0,WW au Maroc,Oui,5,Très bon,69000
2009,Manuelle,Diesel,,,150 000 - 159 999,Kia,Carens,5.0,WW au Maroc,Non,8,Excellent,68500
2021,Manuelle,Essence,,Toute la ville,10 000 - 14 999,Kia,Picanto,5.0,WW au Maroc,Non,6,Excellent,118000
2011,Manuelle,Diesel,,,450 000 - 499 999,Kia,Sportage,5.0,WW au Maroc,Non,8,Très bon,115000
2010,Automatique,Diesel,,,120 000 - 129 999,Kia,Sportage,,WW au Maroc,Oui,8,,125000
2009,Manuelle,Diesel,,,15 000 - 19 999,Kia,Sportage,,Importée neuve,,8,,80000
